Headline,Source,Posted,Description,Link,Polarity,Subjectivity
Will Nikola Be Worth More Than Tesla by 2030?,Motley Fool,"When Nikola (NASDAQ: NKLA) went public by merging with a special purpose acquisition company (SPAC) three years ago, many investors dismissed it as a...",https://www.fool.com/investing/2023/07/26/will-nikola-be-worth-more-than-tesla-by-2030/?source=eptyholnk0000202&utm_source=yahoo-host&utm_medium=feed&utm_campaign=article&yptr=yahoo,0.28571428571428575,0.37936507936507935
"Raymond James Financial Services Advisors Inc. Buys 18,147 Shares of Nikola Co. (NASDAQ:NKLA)",ETF DAILY NEWS,"Raymond James Financial Services Advisors Inc. raised its position in Nikola Co. (NASDAQ:NKLA – Free Report) by 50.4% during the first quarter, according to its most recent ...",https://www.etfdailynews.com/2023/07/26/raymond-james-financial-services-advisors-inc-buys-18147-shares-of-nikola-co-nasdaqnkla/,0.22999999999999998,0.37666666666666665
What's Going On With Nikola Stock Today? - Nikola (NASDAQ:NKLA),Benzinga,Nikola Corporation NKLA shares are trading lower on Tuesday. What To Know: Nikola shares closed down approximately 5% on Monday after the company said one of its trucks that ...,https://www.benzinga.com/news/23/07/33372062/whats-going-on-with-nikola-stock-today,-0.21851851851851856,0.32962962962962966
Truck Fire Sends Nikola (NKLA) Stock Down 7%,InvestorPlace,Nikola (NASDAQ:NKLA) stock is catching flak on Monday after news of a truck fire damaged investor confidence. The bad news here is that one of the...,https://investorplace.com/2023/07/truck-fire-sends-nikola-nkla-stock-down-7-today/,-0.04999999999999993,0.7833333333333333
"Nikola Pushes Ahead With Hydrogen Truck Launch Despite Musk's Skepticism, Unresolved BEV Fire -...",Benzinga,"Nikola Corporation NKLA is aiming to introduce its hydrogen fuel cell electric truck this quarter. The Nikola Tre Hydrogen Fuel Cell Electric Vehicle: In May, Nikola said ...",https://www.benzinga.com/news/23/07/33386492/nikola-pushes-ahead-with-hydrogen-truck-launch-despite-musks-skepticism-unresolved-bev-fire,0.0,0.0
Nikola: Get Out Before Another Likely Dilution (NASDAQ:NKLA),Seeking Alpha,Shares of Nikola Corporation (NASDAQ:NKLA) have doubled in the last month due to a massive short...,https://seekingalpha.com/article/4618274-nikola-stock-get-out-before-another-likely-dilution,-0.03125,0.4354166666666667
Nikola Stock Is Getting Burned Monday: What's Going On? - Nikola (NASDAQ:NKLA),Benzinga,Nikola Corp NKLA shares are trading lower Monday after the company said one of its trucks that caught fire late last month reignited on Sunday afternoon. What Happened: Last ...,https://www.benzinga.com/news/23/07/33345251/nikola-stock-is-getting-burned-monday-whats-going-on,-0.09999999999999999,0.24444444444444444
Nikola Corporation (NKLA) Is a Trending Stock: Facts to Know Before Betting on It,Zacks via Yahoo Finance,"Nikola (NKLA) has recently been on Zacks.com's list of the most searched stocks. Therefore, you...",https://finance.yahoo.com/news/nikola-corporation-nkla-trending-stock-130013935.html?fr=sycsrp_catchall,0.25,0.375
New law clears way for Nikola to increase share count By Investing.com,Investing.com,New law clears way for Nikola to increase share count,https://ca.investing.com/news/stock-market-news/new-law-clears-way-for-nikola-to-increase-share-count-432SI-3049600,0.13636363636363635,0.45454545454545453
What's Going On With Nikola (NKLA) Shares - Nikola (NASDAQ:NKLA),Benzinga,"Nikola Corp NKLA shares are trading lower by 1.98% to $2.47 during Wednesday's session. The stock is near session lows, potentially amid profit-taking, after rallying some ...",https://www.benzinga.com/news/23/07/33289758/whats-going-on-with-nikola-nkla-shares,0.05,0.7
Nikola Corporation (NKLA) Is a Trending Stock: Facts to Know Before Betting on It,Zacks,"Free Report) has recently been on Zacks.com's list of the most searched stocks. The Zacks Automotive - Domestic industry, to which Nikola belongs, has gained 10.9% over this period. Now the ...",https://www.zacks.com/stock/news/2124405/nikola-corporation-nkla-is-a-trending-stock-facts-to-know-before-betting-on-it,0.225,0.41250000000000003
"Nikola Consolidates 100% Jaunt North, Settles Into Pattern Above Bull Cycle Indicator By Benzinga",Investing.com,Nikola Corp (NASDAQ: NKLA) was sliding more than 4% lower Thursday in continued consolidation after...,https://uk.investing.com/news/stock-market-news/nikola-consolidates-100-jaunt-north-settles-into-pattern-above-bull-cycle-indicator-3090484,0.5,0.5
"Nikola Consolidates 100% Jaunt North, Settles Into Pattern Above Bull Cycle Indicator - Nikola...",Benzinga,Nikola Corp NKLA was sliding more than 4% lower Thursday in continued consolidation after surging nearly 100% on July 13 and 14 after the company announced an agreement with ...,https://www.benzinga.com/trading-ideas/long-ideas/23/07/33309835/nikola-consolidates-100-jaunt-north-settles-into-pattern-above-bull-cycle-indicator,0.3,0.45
Nikola says damaged truck reignites at its headquarters,Reuters,"An electric truck which was previously damaged reignited at Nikola's (NKLA.O) Phoenix, Arizona...",https://www.reuters.com/business/autos-transportation/nikola-says-damaged-truck-reignites-its-headquarters-2023-07-24/,-0.16666666666666666,0.16666666666666666
"... (NASDAQ:TSLA), Fisker (NYSE:FSR), Ford Motor (NYSE:F), Nikola (NASDAQ:NKLA), Rivian Automotive...",Benzinga,"Tesla’s Post-Earnings Sell-Off, Cybertruck Sightings And More: Tesla reported better-than-expected earnings and revenue for the quarter. Others pointed to Musk’s comments that not only left ...",https://www.benzinga.com/analyst-ratings/analyst-color/23/07/33333146/teslas-earnings-swoon-ford-ups-ante-with-f-150-lightning-price-cuts-fisker-india-bo,0.16666666666666666,0.5
Tesla shares take a hit despite strong Q2: This week in EVs By Investing.com,Investing.com,Tesla shares take a hit despite strong Q2: This week in EVs,https://ng.investing.com/news/stock-market-news/tesla-shares-take-a-hit-despite-strong-q2-this-week-in-evs-939119,0.4333333333333333,0.7333333333333333
Tesla shares take a hit despite strong Q2: This week in EVs,Investing.com,Here is your weekly Pro Recap of the past week's biggest headlines in the electric vehicle space:...,https://in.investing.com/news/tesla-shares-take-a-hit-despite-strong-q2-this-week-in-evs-3734808,-0.25,0.25
3 Penny Stocks With Tremendous Upside in the Next 12 Months,InvestorPlace,"Penny stocks in the technology and biotech sectors have seen limited price movement in 2023 due to rate hikes and funding issues. While not all penny stocks are created equal, many are unprofitable ...",https://investorplace.com/2023/07/3-penny-stocks-with-tremendous-upside-in-the-next-12-months/,0.07589285714285715,0.3169642857142857
Fortescue Future Industries acquires Nikola Corp.’s hydrogen hub site in Buckeye,American City Business Journals,An Australian-based green energy company has acquired Nikola's planned hydrogen hub project site in Buckeye. The move comes on the heels of the Phoenix-based electric- and hydrogen-powered vehicle ...,https://www.bizjournals.com/phoenix/news/2023/07/20/nikola-sells-hydrogen-hub-project.html?utm_source=sy&utm_medium=nsyp&utm_campaign=yh&yptr=yahoo,-0.2,0.3
"AMC Preferred Equity Units, PSQ Holdings, Contango Ore And Other Big Stocks Moving Lower In Monday’s...",Benzinga,U.S. stock futures traded higher this morning on Monday. Here are some big stocks recording losses in today’s pre-market trading session.,https://www.benzinga.com/news/23/07/33341149/amc-preferred-equity-units-psq-holdings-contango-ore-and-other-big-stocks-moving-lower-in-mondays-pr,0.125,0.3
Small Business - Shelby County Reporter | Shelby County Reporter,The Shelby County Reporter,"NIKOLA AND FORTESCUE FUTURE INDUSTRIES COMMIT TO CREATING AMERICAN GREEN ENERGY JOBS WITH ACQUISITION OF NIKOLA'S PHOENIX HYDROGEN HUB PR Newswire PHOENIX, July 19, 2023 Fortescue Future Industries to acquire Nikola's Phoenix Hydrogen Hub project",https://smb.shelbycountyreporter.com/article/NIKOLA-AND-FORTESCUE-FUTURE-INDUSTRIES-COMMIT-TO-CREATING-AMERICAN-GREEN-ENERGY-JOBS-WITH-ACQUISITION-OF-NIKOLAS-PHOENIX-HYDROGEN-HUB?storyId=64b895bb782b2f66daac92ff,-0.05,0.1375
